SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,37,,良好,1.6,0.35,32.9,38,18,9,7.9,8.7,0.9,0.9,278,2021-02-08 00:00,,0.4,12,22,2,121.760056,25.129167,1
汐止,新北市,42,,良好,1.9,0.59,19.6,33,28,10,26.7,30.8,4.1,1.1,59,2021-02-08 00:00,,0.4,13,25,2,121.6423,25.067131,2
萬里,新北市,42,,良好,1.7,0.31,49.7,45,28,13,7.2,7.6,0.3,1.7,157,2021-02-08 00:00,,0.3,13,26,2,121.689881,25.179667,3
新店,新北市,45,,良好,1,0.36,34.3,39,21,12,11.5,12.8,1.3,1.4,76,2021-02-08 00:00,,0.4,14,22,1,121.537778,24.977222,4
土城,新北市,54,細懸浮微粒,普通,2.2,0.47,34.7,37,25,15,13.4,14.7,1.3,0.8,299,2021-02-08 00:00,,0.5,17,23,3,121.451861,24.982528,5
板橋,新北市,40,,良好,2.5,0.48,29.9,30,21,9,18.1,18.8,0.7,2.6,42,2021-02-08 00:00,,0.5,12,22,3,121.458667,25.012972,6
新莊,新北市,50,,良好,2.6,0.46,38.4,39,21,17,13,14,1,3.6,48,2021-02-08 00:00,,0.4,15,23,3,121.4325,25.037972,7
菜寮,新北市,48,,良好,1.2,0.48,40.1,38,21,13,9.9,10.7,0.8,2.1,65,2021-02-08 00:00,,0.4,15,22,2,121.481028,25.06895,8
林口,新北市,49,,良好,0.5,0.37,46,45,18,13,8.5,10,1.5,4,82,2021-02-08 00:00,,0.3,15,22,1,121.376869,25.077197,9
基隆,基隆市,38,,良好,2,0.36,26.7,35,23,13,7.5,8.2,0.7,0.6,315,2021-02-08 01:00,,0.4,12,22,2,121.760056,25.129167,1
汐止,新北市,45,,良好,2.4,0.48,28.4,31,26,21,19,21.6,2.7,1.8,82,2021-02-08 01:00,,0.4,14,25,2,121.6423,25.067131,2
