SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,61,細懸浮微粒,普通,1.6,0.28,69.1,39,34,22,4.7,6.3,1.6,1.1,12,2020-05-02 13:00,,0.4,20,31,2,121.760056,25.129167,1
汐止,新北市,72,細懸浮微粒,普通,2.2,0.46,98.3,47,41,25,12.5,14.3,1.9,2.2,66,2020-05-02 13:00,,0.5,24,39,2,121.6423,25.067131,2
基隆,基隆市,50,,良好,0.5,0.32,9.6,6,15,11,10.7,12.2,1.5,0.5,285,2020-05-02 04:00,,0.5,15,25,2,121.760056,25.129167,1
汐止,新北市,50,,良好,1.2,0.39,5.5,8,23,11,13.1,20.9,7.7,0.8,270,2020-05-02 04:00,,0.5,15,25,3,121.6423,25.067131,2
萬里,新北市,48,,良好,0.5,0.22,22.5,24,14,13,2.4,4.1,1.6,1.3,211,2020-05-02 04:00,,0.2,15,20,3,121.689881,25.179667,3
新店,新北市,67,細懸浮微粒,普通,0.5,0.24,24.3,26,20,13,5.8,6,0.3,1.8,149,2020-05-02 04:00,,0.4,22,28,2,121.537778,24.977222,4
土城,新北市,109,細懸浮微粒,對敏感族群不健康,2.2,0.67,11.2,10,47,35,19.8,21.8,2,0.8,146,2020-05-02 04:00,,0.9,38,53,3,121.451861,24.982528,5
板橋,新北市,97,細懸浮微粒,普通,2.8,0.58,14.7,14,51,29,21.5,22,0.5,1.1,272,2020-05-02 04:00,,0.9,34,52,3,121.458667,25.012972,6
新莊,新北市,101,細懸浮微粒,對敏感族群不健康,2.5,0.72,10.3,16,46,33,25.4,27.6,2.2,0.8,257,2020-05-02 04:00,,0.9,36,51,4,121.4325,25.037972,7
菜寮,新北市,87,細懸浮微粒,普通,1.7,0.54,13.1,10,38,23,18.4,19.5,1.2,0.7,236,2020-05-02 04:00,,0.9,30,45,3,121.481028,25.06895,8
林口,新北市,77,細懸浮微粒,普通,2.3,0.43,27.8,39,40,28,13.9,14.5,0.6,1.0,150,2020-05-02 04:00,,0.5,26,38,4,121.376869,25.077197,9
淡水,新北市,78,細懸浮微粒,普通,1.9,0.85,3.5,13,42,30,33.7,35,1.4,1.2,150,2020-05-02 04:00,,0.7,26,39,3,121.449239,25.1645,10
士林,臺北市,69,細懸浮微粒,普通,1,0.31,20,12,15,13,8.2,10.6,2.5,0.6,303,2020-05-02 04:00,,0.7,23,39,3,121.515389,25.105417,11
中山,臺北市,67,細懸浮微粒,普通,0,0.45,16.8,12,26,16,11.9,13.4,1.5,1.1,261,2020-05-02 04:00,,0.9,22,32,3,121.526528,25.062361,12
萬華,臺北市,71,細懸浮微粒,普通,0.5,0.38,17.5,17,23,17,10.2,11.2,1,0.6,168,2020-05-02 04:00,,0.7,24,35,,121.507972,25.046503,13
古亭,臺北市,68,細懸浮微粒,普通,1.4,0.32,14,25,16,13,11.2,11.6,0.3,0.8,137,2020-05-02 04:00,,0.5,22,31,2,121.529556,25.020608,14
松山,臺北市,45,,良好,1.7,0.34,10.1,11,19,12,12.5,34.7,22.2,0.4,200,2020-05-02 04:00,,0.5,14,24,3,121.578611,25.05,15
大同,臺北市,79,細懸浮微粒,普通,1.4,0.69,-,-,30,21,15.1,17.6,2.5,-,-,2020-05-02 04:00,,1.3,27,41,3,121.513311,25.0632,16
桃園,桃園市,117,細懸浮微粒,對敏感族群不健康,6.1,0.64,8.8,11,51,38,25.5,27.9,2.4,0.7,56,2020-05-02 04:00,,0.8,42,57,4,121.30872222,24.98677778,17
大園,桃園市,96,細懸浮微粒,普通,3.4,0.45,13.3,27,71,42,21.2,22.3,1,1.4,284,2020-05-02 04:00,,0.3,34,57,3,121.201811,25.060344,18
觀音,桃園市,95,細懸浮微粒,普通,4.2,0.47,10.7,20,71,45,19.3,20,0.6,1.3,247,2020-05-02 04:00,,0.3,34,56,2,121.082761,25.035503,19
平鎮,桃園市,91,細懸浮微粒,普通,1.5,0.43,27.7,24,36,25,16,18.8,2.9,1.1,262,2020-05-02 04:00,,0.6,32,52,3,121.203986,24.952786,20
